tweetid	tweetid-href	tweetername	tweeterhandle	tweetbody	numberoflikes	numberofretweets	timeoftweet	
22 t.22 timer siden	https://twitter.com/trendinaliaDK/status/851580593204731904	Trendinalia Denmark	@trendinaliaDK	⒈ Arsenal ⒉ #ultratwitteragf ⒊ Aarhus ⒋ #historienomdanmark ⒌ #Skam 2017/4/11 01:33 CEST #trndnl http://www.trendinalia.com/twitter-trending-topics/denmark/denmark-today.html …	0	0	1491867609	
23 t.23 timer siden	https://twitter.com/trendinaliaDK/status/851575565366591488	Trendinalia Denmark	@trendinaliaDK	⒈ Arsenal ⒉ #ultratwitteragf ⒊ Aarhus ⒋ #historienomdanmark ⒌ #Skam 2017/4/11 01:18 CEST #trndnl http://www.trendinalia.com/twitter-trending-topics/denmark/denmark-today.html …	0	0	1491866410	
10. apr.	https://twitter.com/krissangknud/status/851546449603174400	Kristian Knudsen	@krissangknud	Silkeborgs største rival er tilsyneladende et hold der har spillet som en pakke pølser i 20 år. Fedt ambitionsniveau. #sldk #ultratwitteragf pic.twitter.com/3jcKSTqbSh	4	0	1491859469	
10. apr.	https://twitter.com/DNikulin/status/851544108325888000	David Nikulin	@DNikulin	Få så mange point med over i gruppespillet, at vi kan undgå nedrykningsplay-off - burde have været @AGFFodbold målsætning #ultratwitteragf	0	0	1491858911	
10. apr.	https://twitter.com/jpaarhus/status/851541829816164352	JP Aarhus	@jpaarhus	AGF-træner: Det var en miserabel præstation http://dlvr.it/Ns1HbK  #ultratwitterAGF pic.twitter.com/XQPCQvLdbq	0	0	1491858367	
10. apr.	https://twitter.com/Riisen/status/851492941868781569	Thomas Riis Hansen	@Riisen	Her i pausen præsenteres AGF's nye midtstopper. #ultratwitteragf #agfsifpic.twitter.com/N0u39wSBlg	26	3	1491846711	
10. apr.	https://twitter.com/Riisen/status/851484288226930689	Thomas Riis Hansen	@Riisen	Jeg nægter at tabe til en afkørsel på Herning-motorvejen. #agfsif #ultratwitteragf	10	2	1491844648	
10. apr.	https://twitter.com/StureSandoe/status/851504242212909058	Sture Sandø	@StureSandoe	Spelmann og Micanovic har lige lavet historiens ringeste frisparkskombination. Jeg. Er. Målløs. #sldk #ultratwitteragf #agfsif	42	1	1491849406	
10. apr.	https://twitter.com/Riisen/status/851487204060921856	Thomas Riis Hansen	@Riisen	AGF's firebackkæde mødte hinanden for første gang på p-pladsen foran stadion 5 min. før kampstart. #agfsif #ultratwitteragf	12	3	1491845343	
10. apr.	https://twitter.com/Riisen/status/851487428753977344	Thomas Riis Hansen	@Riisen	AGF's firebackkæde står lige så snorlige som tidsplanen for Letbanen. #ultratwitteragf #agfsif	8	2	1491845397	
10. apr.	https://twitter.com/krissangknud/status/851540326640742400	Kristian Knudsen	@krissangknud	Hvordan det er at holde med #ultratwitteragf, spørger du? Som at få en brazilian wax i anus, der hiver ét hår af om dagen i 20 år. Sådan.	7	1	1491858009	
10. apr.	https://twitter.com/NaestAar/status/851527057293103105	Kim Næst' Aar Jensen	@NaestAar	Spillere, der har overpræsteret i AGF 1) Aron 2) Mike Tulberg 3) Kure-brødrene Spillere, der har underpræsteret: Resten #ultratwitteragf	10	3	1491854845	
10. apr.	https://twitter.com/aaberg04/status/851516171329339394	Thomas Poulsen	@aaberg04	Peter Sørensen fik max ud af kone-effekten #ultratwitteragf #agfsif	5	1	1491852250	
10. apr.	https://twitter.com/Rasmus_Petersen/status/851515325745156099	Rasmus Petersen	@Rasmus_Petersen	Jeg er ikke meget for paparazzi, men det her foto af Mikkel Rask er sgu ret sjovt #ultratwitteragf pic.twitter.com/emTjydiNyd	14	1	1491852048	
10. apr.	https://twitter.com/EtlivmedAGF/status/851514108159643656	Et liv med AGF	@EtlivmedAGF	Bare rolig #ultratwitteragf. Vi har scoutet et nyt midterforsvars/back/kant/def.midt/off.midt/angrebstalent pic.twitter.com/KFToAmUqkp	14	3	1491851758	
10. apr.	https://twitter.com/tokewith/status/851511415290703872	Toke With	@tokewith	"Spelmann efter kampen: ""Jeg har aldrig set så ringe afleveringer i dansk fodbold. Det er decideret pinligt"" #sldk #ultratwitteragf"	2	0	1491851116	
10. apr.	https://twitter.com/TroelsHenriksen/status/851498492191232001	Troels Henriksen	@TroelsHenriksen	Hvor meget skal Silkeborg vinde, før AGF fyrer Riddersholm. Og nej. Det er ikke et forhastet spørgsmål. #sldk #ultratwitteragf	10	5	1491848035	
10. apr.	https://twitter.com/NaestAar/status/851495515321753600	Kim Næst' Aar Jensen	@NaestAar	Trænger du til noget at rase over? Glem global uretfærdighed. Hold med GF i +30 år og se dem være bagud 2-0 ved pausen. #ultratwitteragf	7	1	1491847325	
10. apr.	https://twitter.com/KasparOttosen/status/851493153903345665	Kaspar Ottosen	@KasparOttosen	Jeg har set folk gå før tid...jeg har aldrig set så mange skride i pausen #ultratwitteragf	11	1	1491846762	
10. apr.	https://twitter.com/Riisen/status/851489986377592833	Thomas Riis Hansen	@Riisen	Hvis vi skifter russeren ud i pausen, kan han så nå den sene afgang til Usbekistan fra Tirstrup? #ultratwitteragf #agfsif	4	0	1491846007	
10. apr.	https://twitter.com/tokewith/status/851489483778404352	Toke With	@tokewith	AGF er så ringe, at jeg er nødt til at blokere Jan Schouby, hvis ikke jeg skal gå helt Brian Steen Nielsen på alt #sldk #ultratwitteragf	12	0	1491845887	
10. apr.	https://twitter.com/rasskovbo/status/851489424999362560	Rasmus Skovbo	@rasskovbo	Selv hvis Silkeborg i pausen sætter Heine Fernandez og Grauballemanden i front, vil AGF's forsvar sejle rundt. #ultratwitteragf #agfsif	13	0	1491845873	
10. apr.	https://twitter.com/StureSandoe/status/851488751025090562	Sture Sandø	@StureSandoe	Ifølge 'Table of Justice' skal AGF spille Danmarksserie - jeg er ikke helt uenig... #ultratwitteragf #sldk #agfsif	104	8	1491845712	
10. apr.	https://twitter.com/quitte74/status/851487478213160960	Torben Quitzau	@quitte74	Beundrer sgu AGF-fans, sådan helt helt oprigtigt. #ultratwitteragf #sldk	3	0	1491845409	
10. apr.	https://twitter.com/CharSteg/status/851487064868745216	Charlotte Stegger	@CharSteg	Vi laver en Viborg!! TRO PÅ DET!! #ultratwitteragf	3	0	1491845310	
1. apr.	https://twitter.com/thomashaumann/status/848175351046053889	Thomas Haumann	@thomashaumann	Jeg har taget min blå @AGFFodbold trøje på og er lige nu @aabsportdk fan #sifagf #sldk #ultratwitteragf	0	0	1491055736	
1. apr.	https://twitter.com/klausmors/status/848166435650236416	Klaus Mors	@klausmors	Hvis jeg havde en trøje med Aalborg Boldspilsklub, så havde jeg taget den på i dag #ultratwitteragf #sldk	1	0	1491053611	
1. apr.	https://twitter.com/fortidssuppen/status/848158877468295168	Fortidssuppen	@fortidssuppen	BREAKING. Thomas Rathe skifter til AGF på en aftale sæsonen ud #ultratwitterAGF pic.twitter.com/Yn6jnaAeYx	21	1	1491051809	
1. apr.	https://twitter.com/jpaarhus/status/848153761201569792	JP Aarhus	@jpaarhus	AGF må undvære Duncan i nøglekamp http://dlvr.it/NmycDR  #ultratwitterAGF pic.twitter.com/X9rFgsYUBY	0	0	1491050589	
1. apr.	https://twitter.com/AGFFodbold/status/848152147351019520	AGF	@AGFFodbold	Gør som Lars og kom til Viborg i morgen. Vi er nu klar med kampoptakt med truppen. http://www.agf.dk/klubben/nyhedsarkiv/2017/april/truppen-mod-viborg/ … #ultratwitteragf #ksdh #vffagfhttps://twitter.com/larsfriis7/status/848141334972166145 …	9	2	1491050204	
1. apr.	https://twitter.com/EsbenDallHansen/status/848145193027162112	Esben Dall Hansen	@EsbenDallHansen	Dette er mig, hvis vi tager de tre point imod @ViborgFod i morgen!! #ultratwitteragf #sldk #KSDHhttps://twitter.com/sunefalden92/status/847915856453451776 …	2	1	1491048546	
1. apr.	https://twitter.com/larsfriis7/status/848141334972166145	Lars Friis	@larsfriis7	"Ser frem til at ""the White Wall"" overtager Viborg imorgen. Vi har brug for jeres fantastiske støtte....KSDH #ultratwitteragf pic.twitter.com/RwZUMZO0v2"	34	5	1491047626	
1. apr.	https://twitter.com/MortenKock/status/848133211947401216	Morten Kock	@MortenKock	Leaving #Randers on a Jetplane #æseldyr #ultratwitteragf #ksdhpic.twitter.com/vHtbwxAFLe	5	0	1491045689	
1. apr.	https://twitter.com/AGFFodbold/status/848130984293826560	AGF	@AGFFodbold	Tillykke! Så må vi hellere ha' kage med i morgen, men ingen gaver :-) Har I plads til en tusind ekstra gæster? #ultratwitteragf #vffagfhttps://twitter.com/viborgff/status/848065297617756160 …	17	1	1491045158	
1. apr.	https://twitter.com/thomashaumann/status/848109670686478341	Thomas Haumann	@thomashaumann	Så er det idag vi holder med #AAB (gælder kun idag) kom så de rød/hvid stribede #ultratwitteragf #sldk #sifaab	1	1	1491040077	
1. apr.	https://twitter.com/HoveMathias/status/848108943071215618	Mathias Hove	@HoveMathias	Hvis @BrianSteenAGF sidder og mangler en titel til en selvbiografi, er der et fint bud i dagens udgave af SIFokus. #sldk #ultratwitteragf pic.twitter.com/uXfK82jjwg	6	1	1491039903	
1. apr.	https://twitter.com/FMHorup/status/848099041678422016	Fodbold med Horup	@FMHorup	. @AGFFodbold-fans kan tage det roligt: ny stopper Thomas Juel har aldrig døjet med skader: http://www.tv2oj.dk/artikel/ny-agf-stopper-er-klar-til-90-minutter-mod-viborg … #ultratwitteragf #sldk	2	0	1491037543	
1. apr.	https://twitter.com/MortenKEspersen/status/848081866561388544	Morten K. Espersen	@MortenKEspersen	Elsker, at @JesperHelmin og @bolddk genopliver Rasmus Marvits på denne 9-års-dag. Punkt6 er genialt http://www.bold.dk/fodbold/nyheder/chok-disse-ni-ting-skal-redde-superligaen/ … #ultratwitteragf	5	0	1491033448	
31. mar.	https://twitter.com/KasparOttosen/status/847919880229842946	Kaspar Ottosen	@KasparOttosen	.@TroelsHenriksen Jeg kommer aldrig til at forstå den diskussion om nationaliteter. Kig ud... http://jyllands-posten.dk/aarhus/kommentarer/setfrastadionalle/ECE9472392/det-er-svaert-at-se-en-udvej-for-agf/ … #ultratwitteragf #sldk	1	0	1490994827	
31. mar.	https://twitter.com/NikulinDaniel/status/847839659665371137	Daniel Nikulin	@NikulinDaniel	Pludseligt forstår man hvorfor Glenn ikke syntes det er spor pinligt at tabe 5-6 hjemmekampe i streg. Det er jo ingenting #ultratwitteragf https://twitter.com/phedemark/status/847835904576237569 …	0	0	1490975701	
31. mar.	https://twitter.com/klausmors/status/847839245834342400	Klaus Mors	@klausmors	AaB-sejr i morgen og AGF sejr søndag, så er der pludselig kun 2 point til Europa #sldk #ultratwitteragf #ksdh	2	0	1490975602	
31. mar.	https://twitter.com/KimRobin75/status/847825010400141314	Kim Robin Graahede	@KimRobin75	#ultratwitteragf AGFs MIkkel Rask er ikke just i sine følelsers vold over at skulle møde sin tidligere klub søndag: http://stiften.dk/agf/Rask-foer-Viborg-brag-Ingen-foelelser-i-klemme/artikel/445733 …	1	0	1490972208	
31. mar.	https://twitter.com/FMHorup/status/847791654685863936	Fodbold med Horup	@FMHorup	Glen Riddersholm vil starte på en frisk mod VFF, men den dårlige stime nager stadig: http://www.tv2oj.dk/artikel/agf-traener-du-kan-ikke-glemme-de-kampe-der-er-spillet … #ultratwitteragf #ksdh #sldk	2	0	1490964256	
31. mar.	https://twitter.com/Hansalyse/status/847782785272229889	Hans Skovgaard	@Hansalyse	AGF har brugt markant flere penge på agenter end bl.a. Brøndby, AaB, FCN, Lyngby og SønderjyskE! #ultratwitteragf https://www.dbu.dk/~/media/files/dbu_broendby/turneringer/fodboldagenter/offentliggoerelse_2016.pdf …	1	0	1490962141	
31. mar.	https://twitter.com/Rasmus_Petersen/status/847746823141810176	Rasmus Petersen	@Rasmus_Petersen	Den her liste er vel det endegyldige bevis på at Jens Anderson blev fyret... #ultratwitteragf https://www.dbu.dk/~/media/files/dbu_broendby/turneringer/fodboldagenter/offentliggoerelse_2016.pdf …	1	1	1490953567	
31. mar.	https://twitter.com/JesperEngmann/status/847733626737270784	Jesper Engmann	@JesperEngmann	Superliga: Er din klub parat til grufulde kampe om at undgå nedrykning? http://jp.dk/d?id=9473018  #sldk #ultratwitteragf	2	0	1490950421	
31. mar.	https://twitter.com/Katmathiesen/status/847708187415289856	Katrine Linnet	@Katmathiesen	Find din egen kæreste, Mulle.#ultratwitteragf https://twitter.com/agffodbold/status/847706443893555201 …	3	0	1490944356	
31. mar.	https://twitter.com/StevenVistoftNi/status/847705160210038787	Steven Vistoft	@StevenVistoftNi	Er en smule rystet over vi har brugt næstflest penge på Agenter. Især når man så kigger på kvaliteten i vores trup.. #ultratwitteragf	1	0	1490943634	
31. mar.	https://twitter.com/laianders/status/847696441971589121	Anders Lai	@laianders	Lad bare andre nedgøre og dømme os. Jeg tror på og har for altid @AGFFodbold i hjertet. Vi vinder søndag! #ultratwitteragf #ksdh #sldk	15	1	1490941555	
30. mar.	https://twitter.com/and_michaelsen/status/847557685256105984	Anders Michaelsen	@and_michaelsen	Undskyld mig. Men hvad FANDEN foregår der!? #copyrightinfringement #retssagpåvej #ultratwitteragf #ksdhpic.twitter.com/gwlA00HTY2	23	4	1490908473	
30. mar.	https://twitter.com/EtlivmedAGF/status/847528672890368000	Et liv med AGF	@EtlivmedAGF	Kampen i Viborg. 4-4-2. Fire der kan losse. Fire der kan tackle m knopper. Junker og Bundu #selvtak @agffodbold #ultratwitteragf pic.twitter.com/7iWOrKtfwF	16	2	1490901556	
30. mar.	https://twitter.com/tempp/status/847461193589506048	Søren Ras	@tempp	Hvornår rykker #ultratwitteragf mon ind i esport :)	0	0	1490885468	
30. mar.	https://twitter.com/shc2012/status/847448870988664835	Søren HøjlundCarlsen	@shc2012	Det Anders og avisen siger - vi ses derude #ksdh #ultratwitteragf https://twitter.com/laianders/status/847358143222882304 …	16	1	1490882530	
30. mar.	https://twitter.com/AGFFodbold/status/847444319036456960	AGF	@AGFFodbold	Har du fået billet til den uhyre vigtige kamp på søndag i Viborg? #allemandtilviborg #ksdh #ultratwitteragf https://youtu.be/0q3Oa6tfQWc 	5	0	1490881445	
30. mar.	https://twitter.com/hakuspeeck/status/847418801423384577	Johnny Rasmussen	@hakuspeeck	Away er alligevel fedest, så afsted til Viborg! Kom nu alle mand, det betyder noget! Hold pulsen oppe og græsset nede #KSDH #ultratwitteragf	3	0	1490875361	
30. mar.	https://twitter.com/rammunator/status/847397833107845123	Rasmus Boserup	@rammunator	Underlig argumentation. Jeg har tabt og tabt i tidl. klubber - ergo er jeg erfaren og robust #ultratwitteragf #sldkhttp://www.bold.dk/fodbold/nyheder/ny-agfer-har-laert-utroligt-meget-af-modgang/ …	0	0	1490870361	
30. mar.	https://twitter.com/SLO_AGF/status/847373455523586050	Fankoordinator AGF	@SLO_AGF	Viborg bliver fyldt med GF'ere på søndag. Husk billetten kun koster 50,- #ksdh #ultratwitteragf #allemandtilviborghttp://www.agf.dk/klubben/nyhedsarkiv/2017/marts/alle-mand-til-viborg-til-halv-pris/ …	4	2	1490864549	
30. mar.	https://twitter.com/laianders/status/847358143222882304	Anders Lai	@laianders	Fint indslag i lokalsprøjten i dag #ultratwitteragf #ksdh #agf #sldk #vffagfpic.twitter.com/UPHcnCgNVs	16	2	1490860899	
30. mar.	https://twitter.com/thomashaumann/status/847323155962015744	Thomas Haumann	@thomashaumann	en der kan købe 2 trøjer i #AGFfanShop, tage dem med til #vffagf,jeg MobilePay'er? l.grå i XL, m.blå i medium #ultratwitteragf @AGFFodbold pic.twitter.com/YrHsoSGOAO	1	4	1490852557	
30. mar.	https://twitter.com/jpaarhus/status/847300639327531008	JP Aarhus	@jpaarhus	AGF: Pludselig har lærlingen fået et stort ansvar http://dlvr.it/NlvYyf  #ultratwitterAGF pic.twitter.com/Y2vDbzTl5d	0	0	1490847189	
29. mar.	https://twitter.com/1880mbk/status/847173994172338177	Morten Bro Killemose	@1880mbk	Gode gamle Nando , han var sgu vild #ksdh #ultratwitteragf https://twitter.com/bulibold/status/847168363054972928 …	2	0	1490816994	
29. mar.	https://twitter.com/bulibold/status/847168363054972928	bulibold.dk	@bulibold	Der er stadig gang i stængerne hos denne ex-AGFer. Havde en snedig sportschef ikke snuppet ham til Fredensvang? #ultratwitteragf #sldkhttps://twitter.com/fc08homburg/status/847025536354439169 …	6	1	1490815652	
29. mar.	https://twitter.com/laianders/status/847131448125669377	Anders Lai	@laianders	@FMHorup tager ugens grønne kort for fin GF-humor #ultratwitteragf https://www.facebook.com/fodbold.med.horup/posts/1343294309049711 …	3	1	1490806850	
29. mar.	https://twitter.com/TaTHSK/status/847079459224260610	Kenny Laursen	@TaTHSK	Det sidste af min optimisme forsvandt med dagens melding om Backmann. Suk #ultratwitteragf	1	0	1490794455	
29. mar.	https://twitter.com/Rasmus_Petersen/status/847047407711981568	Rasmus Petersen	@Rasmus_Petersen	Positivt, lyder som om Falkenberg og #ultratwitteragf bruger samme defensive koncept = kortere indlæringskurve! https://twitter.com/klausegelund/status/847045928955645952 …	2	0	1490786814	
29. mar.	https://twitter.com/klausegelund/status/847045928955645952	Klaus Egelund	@klausegelund	Thomas Juel-Nielsen får chancen i #sldk. Han spillede fast sidste sæson i en klub, der lukkede 84 mål ind i Allsvenskan #ultratwitteragf	3	1	1490786461	
29. mar.	https://twitter.com/OddsetDK/status/847044341617082368	Oddset	@OddsetDK	"Kasper Junker: ""AGF rykker ikke ned"" Er han ikke blevet inviteret til ..? #sldk #ultratwitteragf pic.twitter.com/Gar7ObgKTc"	0	0	1490786083	
29. mar.	https://twitter.com/thomashaumann/status/847037848444424193	Thomas Haumann	@thomashaumann	Lad os bruge dem her istedet @KimRobin75 #ultratwitteragf #vffagf #AGFu15 #sldkpic.twitter.com/AOUZP2fTgd	0	0	1490784534	
29. mar.	https://twitter.com/StevenVistoftNi/status/847026585827987456	Steven Vistoft	@StevenVistoftNi	Velkommen TJN. Lad os håbe den signing ikke er kommet for sent. Men fin signing #ultratwitteragf	3	0	1490781849	
29. mar.	https://twitter.com/EtlivmedAGF/status/847020746924806144	Et liv med AGF	@EtlivmedAGF	Han kommer med andre ord til at føle sig rigtig godt hjemme #ultratwitteragf https://twitter.com/gracenotedk/status/847019275588173828 …	13	2	1490780457	
29. mar.	https://twitter.com/GracenoteDK/status/847019275588173828	Gracenote Denmark	@GracenoteDK	.@AGFFodbold har skrevet kontrakt med Thomas Juel-Nielsen sæsonen ud. Hans statistik de seneste to år: 5W-7D-35L #sldk #ultratwitteragf	2	2	1490780106	
29. mar.	https://twitter.com/AGFFodbold/status/847016606693822464	AGF	@AGFFodbold	Velkommen til Thomas Juel-Nielsen, der har lavet en aftale frem til den 30.6 2017. Mere på AGF.dk senere i dag. #21 #ultratwitteragf #ksdhpic.twitter.com/Py2yCItaEA	29	9	1490779470	
29. mar.	https://twitter.com/AndreasP/status/847009776181657600	Andreas Thøgersen	@AndreasP	Vi ska’ ha’ tre point, schåå lå lå lå lå… fuck det, jeg går i baren #ultratwitteragf https://twitter.com/KimRobin75/status/847002856834170880 …	0	0	1490777841	
29. mar.	https://twitter.com/KimRobin75/status/847002856834170880	Kim Robin Graahede	@KimRobin75	#ultratwitteragf Backman, Ikonomidis, Duncan og Juel ude mod Viborg. Spelmann har karantæne og Amini først tilbage fredag. Så det...	8	4	1490776192	
29. mar.	https://twitter.com/laianders/status/846997838362038272	Anders Lai	@laianders	Skulle vi ikke udnytte ventetiden og få forlænget med AJA #ultratwitteragf http://stiften.dk/artikel/445139?rss&utm_source=dlvr.it&utm_medium=twitter …	3	0	1490774995	
29. mar.	https://twitter.com/KFrydensbjerg/status/846981002346086400	Kenneth Frydensbjerg	@KFrydensbjerg	Godt med en ekstra mand. På en kort kontrakt. #ultratwitteragf #sldkhttps://twitter.com/JesperHelmin/status/846980285401088001 …	1	0	1490770981	
29. mar.	https://twitter.com/JesperHelmin/status/846980285401088001	Jesper Helmin	@JesperHelmin	Så er der ny mand i defensiven i AGF: http://www.bold.dk/fodbold/nyheder/agf-skriver-med-proevespiller/ … #ultratwitteragf #sldk	0	0	1490770810	
29. mar.	https://twitter.com/MortenKock/status/846978958637875200	Morten Kock	@MortenKock	På Toppen af #Aarhus - hér finder du #ByensHold #AGF #VoresBy #VoresHold #KSDH #ultratwitteragf @ARoSKunstpic.twitter.com/Kzsdr3XpFJ	3	0	1490770494	
29. mar.	https://twitter.com/Nielsen3hop1673/status/846977115031506944	Peder Pawel Nielsen	@Nielsen3hop1673	Passende holdfoto ... hvordan er det nu den går ?? Højt og flyve, dybt og ..... #ultratwitteragf #stiftendk @stiftendk @janschouby #https://twitter.com/agffodbold/status/846748380080586752 …	0	0	1490770054	
29. mar.	https://twitter.com/jpaarhus/status/846968076096737280	JP Aarhus	@jpaarhus	AGF-anfører misser vigtig kamp mod Viborg http://dlvr.it/NlSZM1  #ultratwitterAGF pic.twitter.com/O7ykiAl0Cv	0	0	1490767899	
28. mar.	https://twitter.com/StevenVistoftNi/status/846837971810766848	Steven Vistoft	@StevenVistoftNi	Fedt med Amini som debutant for Australiens landshold idag. Og det gik faktisk helt fint. Det varmer! #ultratwitteragf	1	0	1490736880	
28. mar.	https://twitter.com/shc2012/status/846800833635340289	Søren HøjlundCarlsen	@shc2012	Aftenarbejde i katedralen ude i skoven #ultratwitteragf pic.twitter.com/pIK3VOM5DC	41	2	1490728026	
28. mar.	https://twitter.com/MartinKiil/status/846754079921623040	Martin Kiil	@MartinKiil	AGF spiller så smukt og elegant fodbold at holdfotoet naturligvis skal tages på taget af Aros - Aarhus´s kunstmusem. Øhhhhh #ultratwitteragf https://twitter.com/AGFFodbold/status/846748380080586752 …	0	0	1490716879	
28. mar.	https://twitter.com/AGFFodbold/status/846748380080586752	AGF	@AGFFodbold	Nyt holdfoto. Nu også på toppen af #aarhus og @ARoSKunst. http://www.agf.dk/klubben/nyhedsarkiv/2017/marts/nyt-holdfoto-med-byen-i-ryggen/#ksdh … #ultratwitteragf pic.twitter.com/EVCJ5MFt8q	51	9	1490715520	
28. mar.	https://twitter.com/StevenVistoftNi/status/846718433186238464	Steven Vistoft	@StevenVistoftNi	En nyhed der desværre ikke overasker. Backmann ude i mindst 2 kampe mere. Suk vidste det jo godt desværre #ultratwitteragf	0	0	1490708380	
28. mar.	https://twitter.com/thomashaumann/status/846641067621601282	Thomas Haumann	@thomashaumann	Genialt............den vil jeg også fyre af næste gang #gulstrøm ringer he he he he #ultratwitteragf #sldkhttps://twitter.com/laianders/status/846424364350361600 …	1	0	1490689935	
28. mar.	https://twitter.com/jpaarhus/status/846573915082178560	JP Aarhus	@jpaarhus	AGF vinder hvert 10. år i Viborg http://dlvr.it/NkyYPY  #ultratwitterAGF pic.twitter.com/IbXNADyZyY	0	0	1490673924	
27. mar.	https://twitter.com/1880mbk/status/846432893538877442	Morten Bro Killemose	@1880mbk	Ham lars plejdrup fra Nykøbing, kunne han ikke være en spændende spiller til næste sæson #ultratwitteragf #ksdh	6	1	1490640302	
27. mar.	https://twitter.com/laianders/status/846424364350361600	Anders Lai	@laianders	"Min kone kom med årets afvisning af et helt bestemt elselskab. ""Nej tak min mand siger, gult er grimt"" #ultratwitteragf #ksdh #elskerhende"	19	2	1490638268	
27. mar.	https://twitter.com/EtlivmedAGF/status/846360648749629440	Et liv med AGF	@EtlivmedAGF	Hey @DBUfodbold - skal I have nummeret til Glen? #ultratwitteragf pic.twitter.com/tHvSunsNVn	2	0	1490623077	
27. mar.	https://twitter.com/AGFFodbold/status/846296098096500736	AGF	@AGFFodbold	Halv pris i Viborg på søndag. #hviiborg #allemandtilviborg #vffagf #ksdh #ultratwitteragf http://www.agf.dk/klubben/nyhedsarkiv/2017/marts/alle-mand-til-viborg-til-halv-pris/ …	17	5	1490607687	
27. mar.	https://twitter.com/laianders/status/846267100368900096	Anders Lai	@laianders	Det aarhusianske selvforståelse? Find nu Ja!-hatten frem #ultratwitteragf #ksdh #sldkpic.twitter.com/N7SNZyVP7J	3	0	1490600774	
27. mar.	https://twitter.com/SuneMadsen86/status/846260456281006080	Sune Madsen	@SuneMadsen86	8 ud 26 @AGFFodbold spillere har IKKE været skadet i denne sæson. Køre Glen og co. dem for hårdt eller hvad sker der? #ultratwitteragf #KSDH	0	0	1490599190	
27. mar.	https://twitter.com/jpaarhus/status/846227697688764416	JP Aarhus	@jpaarhus	AGF i modvind: »Jeg kan ikke se, hvorfor vi ikke skulle kunne få det vendt« http://dlvr.it/NkWQ9w  #ultratwitterAGF pic.twitter.com/HzxGrH641O	0	1	1490591379	
26. mar.	https://twitter.com/laianders/status/846099586573897728	Anders Lai	@laianders	Optur! Vi er en landskamp nærmere, at @AGFFodbold om en uge henter tre point i Viborg #rumdan #landsholdet #ultratwitteragf	2	0	1490560835	
26. mar.	https://twitter.com/MortenKock/status/846099136604712966	Morten Kock	@MortenKock	Jo mere medvind Danmark fik jo mere Frygtede & Forventede jeg det ville gå som med #ultratwitteragf - nemlig savet over i 97. min #ROUDEN	1	0	1490560728	
26. mar.	https://twitter.com/VincentByakika/status/846083709530877952	Vincent Byakika	@VincentByakika	Det lyder håbløst bekendt for #ultratwitteragf -følger. Suk. Forstår ikke at så gode spillere kan spille så trist.	0	0	1490557050	
26. mar.	https://twitter.com/VincentByakika/status/846082687630757888	Vincent Byakika	@VincentByakika	Syret - er lige gået på Twitter for at sige præcis det samme. Ligner to hold helt uden planer. Altså #ultratwitteragf og #rumdan	1	0	1490556806	
26. mar.	https://twitter.com/AnneFrostJepsen/status/846082187107749888	Anne Frost	@AnneFrostJepsen	"Tjek #rumdan feedet hvis du vil opleve den klassiske ""hvorfor ser jeg det her lort hver gang""- #ultratwitteragf -stemning."	8	2	1490556687	
26. mar.	https://twitter.com/OleSalling/status/846080679280590848	Master Salling	@OleSalling	Skidt som #ultratwitteragf fan at se #rumdan Vi har fået konkurrence om at være det ringeste fodbold hold i DK	8	1	1490556328	
26. mar.	https://twitter.com/aaberg04/status/846071075507240961	Thomas Poulsen	@aaberg04	Ville bare ønske vi kunne få sådan en lækker løbebane til Aarhus stadion .... #ultratwitteragf #Romden	0	0	1490554038	
26. mar.	https://twitter.com/KasparOttosen/status/846063980925898756	Kaspar Ottosen	@KasparOttosen	Arnesen: Det heldige for de danske spillere er der er en løbebane...det er altid en fordel når du er på udebane #ultratwitteragf #aarhuspol	31	3	1490552346	
26. mar.	https://twitter.com/KimRobin75/status/846011527001968640	Kim Robin Graahede	@KimRobin75	#ultratwitteragf Ekstra-hist til Gribenco-artikel. Riddersholm ærgrer sig over, at man ikke har haft øje for Nimo: http://stiften.dk/agf/Riddersholm-En-katastrofe-hvis-vi-havde-tabt-ham/artikel/444635 …	3	0	1490539840	
26. mar.	https://twitter.com/pete83/status/845955372137492480	pete83	@pete83	Fra bistroen i Bilka til superligabold i den hvide trøje http://stiften.dk/artikel/444609  #ultratwitteragf #sldk	0	0	1490526452	
26. mar.	https://twitter.com/KimRobin75/status/845937959438352384	Kim Robin Graahede	@KimRobin75	#ultratwitteragf Nimo Gribenco var egentlig var vraget i AGF som U-spiller, men er nu i superligatruppen: http://stiften.dk/agf/Fra-bistroen-i-Bilka-til-superligabold-i-den-hvide-troeje/artikel/444609 …	19	3	1490522300	
26. mar.	https://twitter.com/mufcdk/status/845936858970406912	Martin Hansen	@mufcdk	Talentudvikling er ikke bare en lineær udvikling men fyldt med bump på vejen. #Gribenco #ultratwitteragf http://stiften.dk/artikel/444609?rss&utm_source=dlvr.it&utm_medium=twitter …	3	0	1490522038	
25. mar.	https://twitter.com/HenningA_DK/status/845651677101412354	Henning Andersen	@HenningA_DK	Hørte lige Radetzky march på stationen i Vejle. Har dermed hørt den lige så meget der som på Ceres Park i år #ultratwitteragf #sldk	3	0	1490454045	
