tweetid;tweetid-href;tweetername;tweeterhandle;tweetbody;numberoflikes;numberofretweets;timeoftweet
30. dec. 2016;https://twitter.com/AarhusUni/status/814981396838092800;Aarhus Universitet;@AarhusUni;Tusind tak for 2016. Godt nytår til alle fra Aarhus Universitet og på gensyn i 2017. #Aarhusuni pic.twitter.com/8zIzoGgF7j;22;5;1483141681
27. dec. 2016;https://twitter.com/StineLiv/status/814051774084616192;Stine Liv Johansen;@StineLiv;Når man endelig har tid til at arbejde og det føles som den ægte ferie. Synker ned i eksamensopgaver resten af dagen. #forskerliv #aarhusuni;3;0;1482920041
26. dec. 2016;https://twitter.com/hstovring/status/813476759849074693;Henrik Stovring;@hstovring;#mitaarhus #aarhusuni #december #denmark #photography #winter https://www.dreamstime.com/royalty-free-stock-image-winter-mist-park-image82943516#res4685452 … #dreamstime;0;0;1482782947
23. dec. 2016;https://twitter.com/Lars_Holst/status/812339701952745472;Lars Holst Hansen;@Lars_Holst;Found myself on the FB cover of #aarhusuni Visitors are always welcome in NE #Greenland!https://twitter.com/zero74n/status/812275324583112708 …;5;2;1482511852
23. dec. 2016;https://twitter.com/AnnePeddersen/status/812284447752159232;Anne Pedersen;@AnnePeddersen;#uniparken #aarhusuni #23december #glædeligjul #merrychristmaspic.twitter.com/FZaH8mhnx7;2;0;1482498678
23. dec. 2016;https://twitter.com/OmnibusAU/status/812258434359894016;Omnibus;@OmnibusAU;Årskavalkade: AU i det herrens år 2016 http://llk.dk/hybvf1  Glædelig jul og fantastisk nytår #aarhusuni #yourniversitypic.twitter.com/IXwTIHKscI;0;0;1482492476
22. dec. 2016;https://twitter.com/AndersKHylander/status/812222839399051264;Anders K. Hylander;@AndersKHylander;#aarhusuni opsummerer 2016. En lille mini filmperle af @Ejlertsen - you rock, mate!https://twitter.com/aarhusuni/status/812219093700972544 …;1;0;1482483989
22. dec. 2016;https://twitter.com/AarhusUni/status/812219093700972544;Aarhus Universitet;@AarhusUni;..;12;7;1482483096
22. dec. 2016;https://twitter.com/tgsogaard/status/812060715691413508;Thomas Søgaard;@tgsogaard;Jeg har glemt hvordan man holder fri. #aarhusuni #datalogi;0;0;1482445336
21. dec. 2016;https://twitter.com/ScienceMuseerne/status/811542831093469185;Science Museerne;@ScienceMuseerne;For første gang i historien er det lykkedes at udføre spektroskopiske målinger på antistof: http://bit.ly/2hbVQGQ  #aarhusuni #landvinding;1;1;1482321863
20. dec. 2016;https://twitter.com/OmnibusAU/status/811203010785345536;Omnibus;@OmnibusAU;#Aleppo-bar på #aarhusuni: Hvor går grænsen for studerendes #ytringsfrihed, og hvem definerer den? http://llk.dk/x3isbi ;0;0;1482240843
20. dec. 2016;https://twitter.com/OmnibusAU/status/811191326574309376;Omnibus;@OmnibusAU;Institutleder på statskundskab, @petermunkc, vil ikke gøre sig til dommer over de studerendes barer på #aarhusuni http://llk.dk/d2yov9 ;0;0;1482238058
20. dec. 2016;https://twitter.com/StudyAarhusUni/status/811179621987352576;Study at Aarhus Uni;@StudyAarhusUni;Choosing #Aarhus over #London? This student did. Read why: http://bit.ly/2iahFm7  #studyindk #aarhusuni @TopUnis @GoVisitDenmarkpic.twitter.com/Sjud6LDPA8;0;0;1482235267
19. dec. 2016;https://twitter.com/AUHdk/status/811143362363453440;Aarhus Uni.hospital;@AUHdk;Hjertepatienter underbehandles. Det viser nyt studie fra AU og AUH #sundpol #aarhusuni http://bit.ly/2h5seJF pic.twitter.com/qLZzNQ7nc2;2;0;1482226622
19. dec. 2016;https://twitter.com/AarhusUni/status/811118671225561089;Aarhus Universitet;@AarhusUni;Mød grundlæggeren af Positiv Psykologi @MartinEPSeligma på DPU i januar: http://edu.au.dk/aktuelt/arrangement/artikel/positiv-psykologi-2017-state-of-the-art-og-vigtige-udfordringer/ … #dpuaudk #aarhusuni #artsaudkpic.twitter.com/HFZdmdBLBU;1;1;1482220735
19. dec. 2016;https://twitter.com/AnnePeddersen/status/810830244244504576;Anne Pedersen;@AnnePeddersen;#winterlight #aarhusuni #aulbss #pigeonpic.twitter.com/qI26f2K4sO;1;0;1482151969
17. dec. 2016;https://twitter.com/eoingalligan/status/810382282565545984;Eoin Galligan;@eoingalligan;PhD entrepreneurship training - #Aarhusuni Spring '17 #dkpol #dkinno #aarhus https://drive.google.com/file/d/0ByTW3OSC0aWubDVSSmZWN2hJejg …;2;0;1482045166
16. dec. 2016;https://twitter.com/eoingalligan/status/809869250877915136;Eoin Galligan;@eoingalligan;PhD entrepreneurship training - #Aarhusuni Spring '17 #dkpol #dkinno #aarhus https://drive.google.com/file/d/0ByTW3OSC0aWubDVSSmZWN2hJejg/view …;0;0;1481922850
16. dec. 2016;https://twitter.com/cfiig8200/status/809738797512527872;Christina Fiig;@cfiig8200;Spændende ph.d.-forsvar m fokus på #køn #stereotyper #transgender på #Aarhusuni idag | Ph. d.-stip @lealein5 anvender seje billedmetaforerpic.twitter.com/ZnyQKFy8kg;10;0;1481891748
15. dec. 2016;https://twitter.com/AnetteVands/status/809705570806730752;Vandsø;@AnetteVands;bruger i dag på timeregnskab- sevlregistrering og admins burde figurere i vores timeregnskab m 120 t/år #livetsomforsker #aarhusuni;0;0;1481883826
14. dec. 2016;https://twitter.com/AarhusUni/status/809304775363821568;Aarhus Universitet;@AarhusUni;Velkommen til denne uges @AUforsker - Helle S Jensen (@Sesamescholar) - fra historie på #Aarhusuni. Vi glæder os til at følge med! https://twitter.com/AUforsker/status/809296435799871488 …;2;0;1481788269
14. dec. 2016;https://twitter.com/Lars_Holst/status/809062564059549697;Lars Holst Hansen;@Lars_Holst;Så skal vi bare have økologien til #aarhusuni i Roskilde... https://twitter.com/AarhusUni/status/809032844483891200 …;0;0;1481730521
14. dec. 2016;https://twitter.com/AnnePeddersen/status/809056340828192769;Anne Pedersen;@AnnePeddersen;#bibliofil #bibliotek #bøger Enkens suck og Sang-offer #1687 #oldbooks #librarystuff #library #aulibrary #aarhusuni @AarhusUni #treasurepic.twitter.com/XBYGdS5Ud4;1;0;1481729037
14. dec. 2016;https://twitter.com/AarhusUni/status/809039412206116869;Aarhus Universitet;@AarhusUni;Stort tillykke! Sølvmærkerne overrækkes af rektor Brian Bech og @JBundsgaard til de 16 kantiner #økologi #aarhusuni pic.twitter.com/WeBnPtUwit;5;4;1481725001
14. dec. 2016;https://twitter.com/StudyAarhusUni/status/809038278045421568;Study at Aarhus Uni;@StudyAarhusUni;30 talented international students from #AarhusUni took part in the #IntTalent2016 conference @ArlaDanmark HQ. #studyindk #intledhttps://twitter.com/YGADenmark/status/808332031784611840 …;0;1;1481724731
14. dec. 2016;https://twitter.com/SchrCamilla/status/809037111257133056;Camilla Schrøder;@SchrCamilla;Tillykke til Studenterhusfonden - respekt for økovejen...og tak for mange lækre frokostmåltider :-) #aarhusuni #økologihttps://twitter.com/aarhusuni/status/809032844483891200 …;0;0;1481724453
14. dec. 2016;https://twitter.com/AarhusUni/status/809032844483891200;Aarhus Universitet;@AarhusUni;I dag sætter Studenterhusfonden sølvmærke i #økologi på sine køkkener og bageri på #aarhusuni. Nu over 60% øko råvarer i madproduktion. pic.twitter.com/JlQZOjG1p5;11;4;1481723435
13. dec. 2016;https://twitter.com/hjh_Aarhus/status/808986063368818688;Hans Jürgen Hoffmann;@hjh_Aarhus;#Aarhusuni Exchanging expectations and ideas for internationalisation at the rectorate of Medical University of Graz;0;0;1481712282
13. dec. 2016;https://twitter.com/AarhusUni/status/808974157430001664;Aarhus Universitet;@AarhusUni;Masser af #Aarhusuni forskere på Folkeuniversitetets (@fuaarhus) program for foråret 2017. Du kan se programmet her http://bit.ly/2gHu98G pic.twitter.com/Z3XGZZ9Sap;2;0;1481709443
12. dec. 2016;https://twitter.com/caro_lundqvist/status/808609402513199104;Caroline H Lundqvist;@caro_lundqvist;Man slipper ik for luciaoptog -selv ved #aarhusuni. Nygaardbygningens 2. sal blev lige besøgt at luciabrud m følge (fra datalogi?);5;0;1481622479
12. dec. 2016;https://twitter.com/AarhusUni/status/808601384258076672;Aarhus Universitet;@AarhusUni;Velkommen til højesteretsdommer & prof. dr. jur. Jens Peter Christensen - nyt eksternt #AarhusUni bestyrelsesmedlem http://www.au.dk/#news-9509 pic.twitter.com/CNWj1Q5Uzo;7;1;1481620567
12. dec. 2016;https://twitter.com/Simplimize_dk/status/808588112909705216;Simplimize;@Simplimize_dk;Center for #Simplimize og Grundfos i samarbejde om en #casecompetition for studerende ved @AarhusUni #aarhusuni ► http://simplimize.dk/2016/12/12/grundfos-og-center-for-simplimize-i-samarbejde-om-case-competition-for-studerende-ved-aarhus-universitet/ …pic.twitter.com/oA4c9lDHaL;2;0;1481617403
12. dec. 2016;https://twitter.com/ScienceMuseerne/status/808327062830321664;Science Museerne;@ScienceMuseerne;Vi søger superengagerede studerende t #StenoMuseet. Spændende stilling m masser af muligheder http://bit.ly/2hfF3l7  #aarhusuni #aarhuspic.twitter.com/YQv2JlnWnk;0;1;1481555164
12. dec. 2016;https://twitter.com/AarhusUni/status/808291767061794818;Aarhus Universitet;@AarhusUni;Borgmester @JBundsgaard besøgte #AUtocampus vognen, og gav sit bud på, hvad campus 2.0 kommer til at betyde for #Aarhus' borgere #aarhusuni pic.twitter.com/vcpkAJuV2X;16;8;1481546749
12. dec. 2016;https://twitter.com/HelleBreth/status/808266194499334144;Helle Breth Klausen;@HelleBreth;Psst! Lige nu kan du få de populære vide verden-bøger til 175 kr. stykket: http://bit.ly/2huRMB4  #videverden #aarhusuni #bogtip #bogsnakpic.twitter.com/FXrD54s5xX;2;0;1481540652
11. dec. 2016;https://twitter.com/AarhusUni/status/808258246754582528;Aarhus Universitet;@AarhusUni;#Aarhusuni opbygger et af Nordeuropas største forsknings- og undervisningsmiljøer inden for sprog. Læs mere: http://www.au.dk/#news-9491 pic.twitter.com/FD6YOfLi7H;5;0;1481538757
9. dec. 2016;https://twitter.com/AarhusUni/status/807245273139474432;Aarhus Universitet;@AarhusUni;Rektor Brian Bech opsummerer de fem hovedtemaer for Campus 2.0 på #aarhusuni #aucampus2 http://www.au.dk/om/nycampus/ pic.twitter.com/EcTmMIs4L4;4;0;1481297245
9. dec. 2016;https://twitter.com/bay_gina/status/807236483262320640;Gina Bay;@bay_gina;Og godt at LSU har sørget for at vi nu kan få en god åben drøftelse af hvordan #aarhusuni får den bedste biblioteksbetjening @JanneSimonsen;3;1;1481295149
9. dec. 2016;https://twitter.com/AarhusUni/status/807225425017655296;Aarhus Universitet;@AarhusUni;Studerende @EmilOutzen : fremtidens #aarhusuni campus skal indeholde flere samlingssteder som @Dokk1Aarhus -godt for studiemiljø #aucampus2pic.twitter.com/Yp3HScpX0n;6;1;1481292513
9. dec. 2016;https://twitter.com/AarhusUni/status/807209852812558337;Aarhus Universitet;@AarhusUni;Workshop om #AUcampus2 - fremtidens #Aarhusuni campus - i dag. Læs mere om projektet her: http://www.au.dk/om/nycampus/ pic.twitter.com/W6Ozk61Dzu;5;0;1481288800
9. dec. 2016;https://twitter.com/OmnibusAU/status/807179868454715392;Omnibus;@OmnibusAU;Inst. for Erhvervskommunikation på #aarhusuni er fortid fra nytår: http://llk.dk/tsbb9r  #uddpol #aarhusbsspic.twitter.com/gT4pncp15c;0;0;1481281651
8. dec. 2016;https://twitter.com/AarhusUni/status/807131469172899840;Aarhus Universitet;@AarhusUni;Kender du det der med, at folk ikke klapper i takt til koncerter? #AarhusUni forskere har fundet en mulig forklaring http://www.au.dk/#news-9489 pic.twitter.com/qblXFKKSMQ;6;1;1481270112
7. dec. 2016;https://twitter.com/UlrikV_AU/status/806809201662005248;Ulrik Vosgerau;@UlrikV_AU;Troubling Time/s, Undoing the Future Karen Barad's fascinating talk at #casaudk #artsaudk #aarhusuni https://youtu.be/dBnOJioYNHU ;3;1;1481193278
7. dec. 2016;https://twitter.com/StineLiv/status/806559711600508929;Stine Liv Johansen;@StineLiv;Adorno-bygningen kommer til at se temmelig (endnu mere) vissen ud ved siden af den nye nabo #aarhusuni https://twitter.com/dmjx/status/806466898456092672 …;3;0;1481133795
7. dec. 2016;https://twitter.com/StudyAarhusUni/status/806515014974717952;Study at Aarhus Uni;@StudyAarhusUni;dreading #winter in Denmark if you are coming here to study. Here is some helpfull tips http://bit.ly/2hiMy7w  #studyinDK #aarhusuni pic.twitter.com/soqFKFYU1g;1;0;1481123138
7. dec. 2016;https://twitter.com/AarhusUni/status/806493291286040577;Aarhus Universitet;@AarhusUni;Luther-opera får premiere i #Aarhus til #matchpoints17 konference om #Reformationen i #Danmark. Læs mere http://www.au.dk/#news-9481  #AarhusUni pic.twitter.com/mjsppH6snf;8;4;1481117959
7. dec. 2016;https://twitter.com/AarhusUni/status/806468645031473153;Aarhus Universitet;@AarhusUni;#AUjulepauser spm 7: Ove Korsgaard har skrevet #Tænkepauser om Folk. Hvad er han professor i på #Aarhusuni? pic.twitter.com/oQHpl0vr0v;3;1;1481112083
6. dec. 2016;https://twitter.com/StineLiv/status/806410063455940608;Stine Liv Johansen;@StineLiv;Husk at komme forbi og skåle m os på Center for Børns Litteratur og Medier i dag. Kasernen, 4. sal kl 15-16.30 #artsaudk #AarhusUni;8;1;1481098116
6. dec. 2016;https://twitter.com/ullakrag/status/806211699145576448;Ulla Krag Jespersen;@ullakrag;Man kommer forbi de mærkeligste steder på sin daglige færd efter føde på #Aarhusuni pic.twitter.com/93NEeqi9tv;1;0;1481050822
6. dec. 2016;https://twitter.com/AarhusUni/status/806125235938402305;Aarhus Universitet;@AarhusUni;Slut med at brænde sig på kaffelåget takket være #AarhusUni ingeniørstuderende: http://ingenioer.au.dk/aktuelt/nyheder/nyhed/artikel/smart-laag-til-kaffedrikkere-paa-vejet-specialdesignet-laag-kan-loese-problemet-med-at-man-braender-sig/ … #auengineering;0;0;1481030207
5. dec. 2016;https://twitter.com/AUforsker/status/805886454735978500;AUforsker/Lea;@AUforsker;Oversigt #some --> ARTS-fakultetet #artsaudk & fakultetets 4 institutter på sociale medier #aarhusuni via @AnjaArtsAUhttps://twitter.com/AnjaArtsAU/status/801776907759058945 …;1;0;1480973278
5. dec. 2016;https://twitter.com/AarhusUni/status/805771689074294784;Aarhus Universitet;@AarhusUni;This week's selection of job opportunities at #AarhusUni. More jobs and application details: http://www.au.dk/jobs  #vacancies #sciencejobspic.twitter.com/vMZtEMiiHo;0;0;1480945915
5. dec. 2016;https://twitter.com/OmnibusAU/status/805746740414521344;Omnibus;@OmnibusAU;Stud. anmelder: Musikken skabte festen ved årets #julerevy på statskundskab, @Aarhus_BSS. http://llk.dk/2d08b7  #ifsk #aarhusuni #juledagpic.twitter.com/fd7XtQ2XQM;2;0;1480939967
2. dec. 2016;https://twitter.com/Olefrank/status/804733443661774848;Ole Frank Nielsen;@Olefrank;Stort tillykke med de 10 år @Thoroe - du, Moeslund & Niller har forvandlet @StudhusAarhus fra Jensens Bøfhus til Thoranium & co #Aarhusuni;3;0;1480698378
2. dec. 2016;https://twitter.com/AarhusUni/status/804723094766190592;Aarhus Universitet;@AarhusUni;Kvindelige IT-studerende fra #AarhusUni underviser 150 folkeskolepiger i programmering. Se mere her: http://ow.ly/7B5z306KojB  #AUOverskudpic.twitter.com/rLxe9E95rH;5;2;1480695911
2. dec. 2016;https://twitter.com/AarhusUni/status/804702957350649857;Aarhus Universitet;@AarhusUni;#AarhusUni og Business Region Aarhus (@BizRegionAarhus) indgår nyt stærkt samarbejde http://www.au.dk/#news-9430 pic.twitter.com/duAyTPGaXV;1;0;1480691110
2. dec. 2016;https://twitter.com/AarhusUni/status/804679092905906176;Aarhus Universitet;@AarhusUni;Lars Arge fra #Aarhusuni i nyt projekt m ATV. Mål: #Danmark skal være stærkere i #science & #engineering http://www.altinget.dk/energi/navnenyt/erhvervsledere-i-spidsen-for-nyt-atv-projekt …pic.twitter.com/MQFE3am5cF;6;2;1480685420
1. dec. 2016;https://twitter.com/OmnibusAU/status/804641243431075840;Omnibus;@OmnibusAU;Kvalitet i fors. & udd. og større åbenhed i bestyrelsesarb. på @AarhusUni er to af mærkesagerne #aarhusuni #auvalg http://llk.dk/d5vq0v pic.twitter.com/bIYiHLXIdl;0;0;1480676396
1. dec. 2016;https://twitter.com/AarhusUni/status/804632430749642752;Aarhus Universitet;@AarhusUni;How realistic is the dream of extending human longevity with several decades? #Aarhusuni Biotech. Conf. on 9 dec. http://susa.au.dk/arrangementer/9-dec-2016-biotechnology-for-a-longer-life-konference/ …pic.twitter.com/HBaEZmRVwl;1;0;1480674295
1. dec. 2016;https://twitter.com/StineLiv/status/804598014765658112;Stine Liv Johansen;@StineLiv;”Vi skal forske i, hvordan børn bruger medier nu” - og det skal fejres! Kig forbi! http://cc.au.dk/aktuelt/nyheder/nyhed/artikel/vi-skal-forske-i-hvordan-boern-bruger-medier-nu/ … #aarhusuni #ArtsAUdkpic.twitter.com/3E2UWl1Jid;13;0;1480666090
1. dec. 2016;https://twitter.com/AarhusUni/status/804582061923246080;Aarhus Universitet;@AarhusUni;Så er der anbefalinger til #Aarhusuni events i december fra @OmnibusAUhttps://twitter.com/OmnibusAU/status/804329243714920448 …;1;0;1480662286
1. dec. 2016;https://twitter.com/ARC_AU/status/804450729100460032;ArcticResearchCentre;@ARC_AU;Our @MGlasius from #aarhusuni new editorial board member in #ESPI. Congrats!https://twitter.com/mglasius/status/804431064848420864 …;1;0;1480630974
1. dec. 2016;https://twitter.com/KasparOttosen/status/804436950497234948;Kaspar Ottosen;@KasparOttosen;"Ildsjæl ""10 år i spidsen for byens studerende"" http://newsroom.au.dk/nyheder/vis/artikel/10-aar-i-spidsen-for-byens-studerende/ … #aarhusuni #yourniversity #aarhuspol #StudenterhusAarhus";1;0;1480627689
1. dec. 2016;https://twitter.com/AUforsker/status/804358948635680768;AUforsker/Lea;@AUforsker;#Aarhusuni har vedtaget handlingsplan for flere kvinder i forskning 2016-2020 -》Den fortjener airtime #kvindforsk http://medarbejdere.au.dk/administration/hr/rekruttering-og-ansaettelse/ligestil/ …;2;2;1480609092
30. nov. 2016;https://twitter.com/AarhusUni/status/804272872025948160;Aarhus Universitet;@AarhusUni;Nyt energilaboratorie i #Aarhus skal gøre os klogere p hvordan vi optimerer #bæredygtig elforsyning i #DK http://ingenioer.au.dk/aktuelt/nyheder/nyhed/artikel/nyt-energilaboratorium-aabner-i-aarhus/ … #AarhusUni pic.twitter.com/oWO0yR3tIt;1;1;1480588570
30. nov. 2016;https://twitter.com/AarhusUni/status/804256224330022912;Aarhus Universitet;@AarhusUni;#AarhusUni Prof. Anders K. Petersen medvirker når @NorrebroTeater opfører December-udgaven af bogserien Tænkepauser http://www.au.dk/#news-9422 pic.twitter.com/vGyQXyT3sx;6;3;1480584600
30. nov. 2016;https://twitter.com/StineLiv/status/803975082209058816;Stine Liv Johansen;@StineLiv;Hvad jeg laver mens I andre har det fedt på Sandbjerg??? #aarhusuni #forskerliv #bogholderlivpic.twitter.com/v2iWm7ELra;0;0;1480517571
30. nov. 2016;https://twitter.com/AarhusUni/status/803959075381854209;Aarhus Universitet;@AarhusUni;I december er der #AUjulepauser quiz på #Aarhusuni Twitter. Første del fra den 1. til 12 og du kan vinde en boks m Tænkepauser. Reglerne er: pic.twitter.com/t1mrB6J7QB;10;5;1480513755
29. nov. 2016;https://twitter.com/AarhusUni/status/803862864423436288;Aarhus Universitet;@AarhusUni;Hjælp gerne @AUstudieliv med at finde en uge-redaktør blandt de studerende på #aarhusuni https://twitter.com/austudieliv/status/803159132660498432 …;0;3;1480490816
29. nov. 2016;https://twitter.com/ullakrag/status/803646184598290433;Ulla Krag Jespersen;@ullakrag;Kun tre eliteuniversiteter i DK men fri af statsstyring, skriver @SociologenHD i @raesondk #dkforsk #aarhusuni http://raeson.dk/2016/henrik-dahl-universiteterne-skal-saettes-fri/ …;0;2;1480439156
29. nov. 2016;https://twitter.com/OmnibusAU/status/803632140902494208;Omnibus;@OmnibusAU;.@petermunkc fra AU napper to år mere i front for Det Frie Forskningsråd #forskpol #aarhusuni #dkpol #uddpol http://llk.dk/angplk pic.twitter.com/tVRJzxojRE;5;1;1480435807
29. nov. 2016;https://twitter.com/OmnibusAU/status/803629616321597440;Omnibus;@OmnibusAU;Kritik hagler ned over @AUStudenterraad for ikke at respektere resultatet af et demokratisk univalg #aarhusuni http://llk.dk/xba9ax pic.twitter.com/97WmhqSgGU;0;0;1480435205
29. nov. 2016;https://twitter.com/AarhusUni/status/803614147195899905;Aarhus Universitet;@AarhusUni;Må en ”Ærøkylling” være slagtet i Jylland? #Aarhusuni rapport analyserer hvornår fødevareanprisninger er misvisende: http://dca.au.dk/aktuelt/nyheder/vis/artikel/snydt-groenaert-hvornaar-er-foedevare-anprisninger-misvisende/ …pic.twitter.com/fUZSz0lr3j;0;0;1480431517
29. nov. 2016;https://twitter.com/AarhusUni/status/803559564679450624;Aarhus Universitet;@AarhusUni;Danske 4. klasseelever er bedre end gennemsnittet til matematik og natur/teknologi http://edu.au.dk/aktuelt/nyhed/artikel/danske-4-klasseelever-er-bedre-end-gennemsnittet-til-matematik-og-naturteknologi/ … #dpuaudk #Aarhusuni pic.twitter.com/namxJad1Xl;4;0;1480418504
28. nov. 2016;https://twitter.com/AarhusUni/status/803529525212618752;Aarhus Universitet;@AarhusUni;Massive Cultural Data-seminar this Friday: http://interactingminds.au.dk/events/single-events/artikel/massive-cultural-data/ … #AarhusUni pic.twitter.com/tPq0GGV7zV;6;5;1480411342
28. nov. 2016;https://twitter.com/AnnePeddersen/status/803321850117795841;Anne Pedersen;@AnnePeddersen;#aarhus being nice this morning #aarhusuni #uniparken @VisitAarhuspic.twitter.com/cIfs5DF0px;2;1;1480361828
28. nov. 2016;https://twitter.com/StudyAarhusUni/status/803242183117668353;Study at Aarhus Uni;@StudyAarhusUni;60+ programs in English to choose from. Find them here http://studyguide.au.dk  and apply now. #gradschool #aarhusuni #studyindenmark;1;0;1480342834
28. nov. 2016;https://twitter.com/rajiv_VB/status/803226522924515328;Rajiv V. Basaiawmoit;@rajiv_VB;#HPSAI #citizenscience #eyewire - using citizen science and #gamification to Map the Brain - just Wow :) #aarhusuni pic.twitter.com/6Ae3fE9NMz;2;3;1480339100
28. nov. 2016;https://twitter.com/AarhusUni/status/803217931949735937;Aarhus Universitet;@AarhusUni;Check out our latest #vacancies here at #aarhusuni e.g. Assistant Professor in Psychology @Aarhus_BSS http://www.au.dk/jobs  #AUjobspic.twitter.com/uGInO1LdzO;1;0;1480337052
26. nov. 2016;https://twitter.com/AarhusUni/status/802776035733475328;Aarhus Universitet;@AarhusUni;#AarhusUni investerer i ny strategi, der skal give flere studerende job i private virksomheder. http://jyllands-posten.dk/aarhus/uddannelse/ECE9183268/au-vil-i-naerkontakt-med-de-private-virksomheder/ … @jpaarhuspic.twitter.com/xJ9hk285F7;3;2;1480231696
26. nov. 2016;https://twitter.com/tgsogaard/status/802508906517921792;Thomas Søgaard;@tgsogaard;Automatisk centrering af nye Emacs frames bibringer mig meget mere tilfredsstillelse end det burde. #aarhusuni #datalogi;0;0;1480168007
25. nov. 2016;https://twitter.com/AarhusUni/status/802423886788919296;Aarhus Universitet;@AarhusUni;Lyt med kl. 15 i dag p. @Radio24syv når Rubina Raja fra #AarhusUni taler med @Lone_Frank om Palmyra - ørkenens perle http://ow.ly/OXFR306wcqY pic.twitter.com/NoF7lKirdB;7;0;1480147737
25. nov. 2016;https://twitter.com/OmnibusAU/status/802143803910000640;Omnibus;@OmnibusAU;Stud.psych fra @Aarhus_BSS spidder #selfiegeneration i #PsykologiskRevy. 2 stud anmelder revyen her: http://llk.dk/vgd1nc  #aarhusuni pic.twitter.com/HvDNUwjA9O;3;0;1480080960
25. nov. 2016;https://twitter.com/AarhusUni/status/802123962637578242;Aarhus Universitet;@AarhusUni;Nyt spændende projekt, som Institut for Geoscience v. #AarhusUni er med i, vil lagre store mængder energi i 600 grader opvarmede sten. https://twitter.com/SEAS_NVE/status/802074583385915392 …;6;0;1480076230
25. nov. 2016;https://twitter.com/ARC_AU/status/802122409906229248;ArcticResearchCentre;@ARC_AU;Come and work with us! #professorship in #Arctic #biogeochemistry at #aarhusuni #Denmark @aspscience @ZERO74N #greenlandecosystemmonitoringhttps://twitter.com/AarhusUni/status/802060377563529216 …;1;3;1480075859
24. nov. 2016;https://twitter.com/AarhusUni/status/802098486204399620;Aarhus Universitet;@AarhusUni;Har fritid en fremtid? Deltag i diskussionen Asterisk Live 5. dec i KBH og 8. dec. i Aarhus http://edu.au.dk/aktuelt/asterisk/asterisk-live/ … #dpuaudk #Aarhusuni pic.twitter.com/oxnVmYixnO;2;0;1480070156
24. nov. 2016;https://twitter.com/AarhusUni/status/802060377563529216;Aarhus Universitet;@AarhusUni;#AarhusUni is looking for an ice cold professor, who specialises in arctic biogeochemistry: http://www.au.dk/en/about/vacant-positions/scientific-positions/stillinger/Vacancy/show/872885/5283/ … #sciencejobs #AUjobspic.twitter.com/IUM1WierMF;2;3;1480061070
24. nov. 2016;https://twitter.com/AarhusUni/status/801794022750687232;Aarhus Universitet;@AarhusUni;"Nyt naturstof mod kræft: ""Langt mere effektivt mod særligt aggressive kræftceller end..."" http://scitech.au.dk/om-science-and-technology/aktuelt/nyt-naturstof-mod-kraeft-rakicidins-skarpe-soester/ … #AUgennembrud #AarhusUni pic.twitter.com/CdGqJXrqh8";2;1;1479997566
24. nov. 2016;https://twitter.com/AnjaArtsAU/status/801776907759058945;Anja Kjærgaard;@AnjaArtsAU;Velkommen til #dpuaudk - hermed et et lille overblik over hashtags på #artsaudk på #aarhusuni pic.twitter.com/eZXWupkhSc;8;7;1479993485
23. nov. 2016;https://twitter.com/AarhusUni/status/801736759860203520;Aarhus Universitet;@AarhusUni;Verdens største tech-netværk kommer til Aarhus. @IEEEorg afholder konference på #AarhusUni i næste uge. Læs mere: http://newsroom.au.dk/nyheder/vis/artikel/verdens-stoerste-tech-netvaerk-ieee-kommer-til-aarhus/ …pic.twitter.com/ViMREUIYck;8;2;1479983913
23. nov. 2016;https://twitter.com/ullakrag/status/801735207510507520;Ulla Krag Jespersen;@ullakrag;Den er bare for nuser, #aarhusuni's nye #AUtocampus, nu gratis kaffe v Søauditorietpic.twitter.com/yA0uw1FO8Z;3;1;1479983543
23. nov. 2016;https://twitter.com/AnnePeddersen/status/801467690665836547;Anne Pedersen;@AnnePeddersen;#aula #aarhusuni #cfmøller #architecture #ohsoprettypic.twitter.com/qnvI5J04X5;2;0;1479919762
23. nov. 2016;https://twitter.com/StineLiv/status/801444155582976001;Stine Liv Johansen;@StineLiv;Center for #Børnelitteratur ved #aarhusuni skifter navn til Center for Børns Litteratur & Medier http://cc.au.dk/aktuelt/nyheder/nyhed/artikel/vi-skal-forske-i-hvordan-boern-bruger-medier-nu/ … #skolechat #bhvchat;3;0;1479914151
23. nov. 2016;https://twitter.com/AarhusUni/status/801435085790703618;Aarhus Universitet;@AarhusUni;#AarhusUni styrker indflydelsen på europæisk forskningspolitik gennem nyt universitetsnetværk @guildeu Læs mere: http://www.au.dk/#news-9358 pic.twitter.com/4RzR3Tc97Q;3;1;1479911989
23. nov. 2016;https://twitter.com/OmnibusAU/status/801409720854650884;Omnibus;@OmnibusAU;Førhen havde stud 6 mdr t specialet. Nu har de kun 4. 2 stud fra #aarhusuni fortæller her om konsekvenser http://llk.dk/7kcf2q  #uddpolpic.twitter.com/Ec7ZNHWnFn;3;1;1479905941
23. nov. 2016;https://twitter.com/AarhusUni/status/801400294907187201;Aarhus Universitet;@AarhusUni;Danmark skal være foregangsland for bæredygtig produktion af insekter til foder & fødevarer. Nyt #Aarhusuni projekt: http://dca.au.dk/aktuelt/nyheder/vis/artikel/insekterne-rykker-ind-i-stalden/ …pic.twitter.com/3GWW6ieR9Q;8;3;1479903694
